memory_id,user_id,timestamp,memory_text,category,importance_score,emotional_score,keywords,embedding_vector,source,last_accessed,access_count,expiry_score,context_tags,linked_memories,sentiment,confidence_score
M0111,U167,2026-04-10 14:34:46,User is building an AI memory engine,career_goal,1.8,4.5,"AI, learning, career","[-0.2805, 0.8341, 0.8099, -0.4074, -0.6176]",document,2026-06-26 14:34:46,5,0.75,"technology, education","M0355, M0814",negative,0.53
M0112,U046,2024-06-27 14:34:46,User enjoys studying machine learning,project,4.5,5.8,"AI, learning, career","[0.807, 0.1542, -0.9682, -0.1643, 0.0735]",voice,2024-07-13 14:34:46,5,0.45,"technology, education","M0980, M0666",positive,0.65
M0113,U134,2025-05-08 14:34:46,User wants to become an AI engineer,personal_info,2.1,9.1,"AI, learning, career","[0.2782, -0.9878, -0.769, 0.2962, -0.8658]",image,2025-06-02 14:34:46,0,0.11,"technology, education","M0881, M0600",neutral,0.62
M0114,U222,2024-09-13 14:34:46,User enjoys studying machine learning,project,6.9,3.9,"AI, learning, career","[-0.4923, 0.672, 0.8484, -0.3697, -0.6282]",chatbot,2024-11-02 14:34:46,6,0.81,"technology, education","M0581, M0996",positive,0.6
M0115,U093,2025-06-07 14:34:46,User completed a cloud computing project,event,1.6,9.3,"AI, learning, career","[-0.7736, -0.3739, 0.275, -0.226, 0.5249]",voice,2025-07-30 14:34:46,16,0.61,"technology, education","M0036, M0693",negative,0.5
M0116,U041,2025-08-08 14:34:46,User completed a cloud computing project,relationship,7.5,6.7,"AI, learning, career","[-0.5702, -0.789, -0.702, -0.9273, 0.079]",document,2025-10-10 14:34:46,10,0.81,"technology, education","M0455, M0513",positive,0.79
M0117,U211,2025-05-09 14:34:46,User practices coding daily,event,2.4,2.9,"AI, learning, career","[-0.3952, 0.7741, 0.2006, 0.1837, 0.7316]",document,2025-05-28 14:34:46,19,0.77,"technology, education","M0513, M0419",negative,0.83
M0118,U076,2026-03-23 14:34:46,User is building an AI memory engine,relationship,4.4,5.0,"AI, learning, career","[-0.4002, -0.0593, -0.2845, -0.0276, -0.1491]",document,2026-03-29 14:34:46,16,0.61,"technology, education","M0248, M0011",neutral,0.94
M0119,U157,2026-04-01 14:34:46,User enjoys studying machine learning,event,9.9,7.9,"AI, learning, career","[-0.6916, 0.2752, 0.5998, -0.6815, 0.495]",voice,2026-05-15 14:34:46,5,0.63,"technology, education","M0090, M0889",neutral,0.99
M0120,U056,2024-12-26 14:34:46,User practices coding daily,career_goal,5.8,3.7,"AI, learning, career","[-0.2152, 0.2187, 0.3275, -0.4938, -0.8537]",voice,2025-01-03 14:34:46,6,0.76,"technology, education","M0463, M0148",positive,0.98
M0121,U234,2024-09-30 14:34:46,User enjoys studying machine learning,habit,2.3,9.1,"AI, learning, career","[-0.6323, 0.0015, 0.0215, -0.1875, -0.6586]",chatbot,2024-11-29 14:34:46,18,0.93,"technology, education","M0209, M0520",negative,0.75
M0122,U211,2025-08-12 14:34:46,User enjoys studying machine learning,habit,9.8,9.0,"AI, learning, career","[0.3907, 0.917, -0.5267, -0.3628, -0.6396]",document,2025-10-09 14:34:46,2,0.76,"technology, education","M0816, M0457",neutral,0.62
M0123,U027,2025-05-01 14:34:46,User practices coding daily,schedule,9.6,4.2,"AI, learning, career","[0.0763, 0.8788, 0.4329, 0.713, -0.9195]",chatbot,2025-07-27 14:34:46,17,0.99,"technology, education","M0608, M0690",negative,0.98
M0124,U135,2025-01-31 14:34:46,User practices coding daily,study,6.3,2.9,"AI, learning, career","[0.9799, -0.4341, 0.9248, -0.6106, -0.3491]",image,2025-04-04 14:34:46,17,0.8,"technology, education","M0811, M0224",neutral,0.94
M0125,U050,2026-04-20 14:34:46,User practices coding daily,personal_info,3.2,7.6,"AI, learning, career","[-0.7376, -0.4757, 0.7008, -0.1735, 0.4687]",document,2026-06-15 14:34:46,15,0.79,"technology, education","M0472, M0116",negative,0.5
M0126,U125,2025-01-13 14:34:46,User practices coding daily,personal_info,3.9,6.9,"AI, learning, career","[-0.5733, -0.9181, 0.2115, -0.441, -0.5521]",document,2025-01-17 14:34:46,11,0.62,"technology, education","M0284, M0559",neutral,0.98
M0127,U183,2024-06-27 14:34:46,User enjoys studying machine learning,career_goal,4.1,8.0,"AI, learning, career","[-0.1843, 0.3131, -0.9981, 0.9804, 0.0543]",chatbot,2024-07-23 14:34:46,18,0.34,"technology, education","M0454, M0382",positive,0.98
M0128,U056,2025-07-23 14:34:46,User wants to become an AI engineer,study,9.4,7.2,"AI, learning, career","[0.3596, -0.6407, -0.9552, 0.6165, 0.4015]",chatbot,2025-07-29 14:34:46,7,0.74,"technology, education","M0027, M0661",negative,0.7
M0129,U089,2025-06-14 14:34:46,User is building an AI memory engine,career_goal,2.1,5.5,"AI, learning, career","[0.3819, -0.7785, -0.4945, 0.0199, 0.832]",chatbot,2025-09-18 14:34:46,6,0.22,"technology, education","M0959, M0478",negative,0.53
M0130,U203,2026-01-02 14:34:46,User is building an AI memory engine,project,9.9,3.4,"AI, learning, career","[0.0482, 0.6101, -0.8088, 0.3853, -0.789]",image,2026-04-24 14:34:46,15,0.69,"technology, education","M0877, M0116",negative,0.66
M0131,U097,2025-07-24 14:34:46,User completed a cloud computing project,skill,5.4,2.3,"AI, learning, career","[0.3943, 0.8751, 0.7943, -0.8479, 0.2043]",document,2025-10-25 14:34:46,10,0.5,"technology, education","M0522, M0961",neutral,0.55
M0132,U083,2026-05-08 14:34:46,User is building an AI memory engine,relationship,1.3,7.4,"AI, learning, career","[0.9144, 0.4538, 0.3097, -0.6686, 0.5146]",document,2026-06-21 14:34:46,19,0.06,"technology, education","M0874, M0221",neutral,0.57
M0133,U005,2024-09-17 14:34:46,User is building an AI memory engine,study,6.5,3.0,"AI, learning, career","[0.3767, 0.1788, -0.3376, 0.9669, -0.3123]",image,2024-12-14 14:34:46,20,0.33,"technology, education","M0549, M0947",negative,0.63
M0134,U154,2026-03-02 14:34:46,User completed a cloud computing project,study,9.5,3.9,"AI, learning, career","[-0.1071, 0.9059, -0.0036, -0.228, 0.9987]",chatbot,2026-06-05 14:34:46,20,0.36,"technology, education","M0591, M0281",negative,0.83
M0135,U168,2025-05-15 14:34:46,User wants to become an AI engineer,habit,9.9,5.7,"AI, learning, career","[0.7222, -0.8958, 0.9404, 0.6743, 0.9784]",chatbot,2025-07-21 14:34:46,3,0.93,"technology, education","M0872, M0206",negative,0.61
M0136,U032,2025-07-14 14:34:46,User practices coding daily,study,8.3,9.9,"AI, learning, career","[-0.6701, 0.5431, -0.0018, -0.9135, 0.7243]",document,2025-10-08 14:34:46,12,0.8,"technology, education","M0068, M0351",positive,0.75
M0137,U135,2024-11-19 14:34:46,User is building an AI memory engine,personal_info,4.6,6.1,"AI, learning, career","[-0.5561, -0.6049, 0.4196, -0.8662, 0.933]",document,2025-01-19 14:34:46,6,0.68,"technology, education","M0342, M0766",positive,0.91
M0138,U078,2025-01-31 14:34:46,User enjoys studying machine learning,study,2.1,5.1,"AI, learning, career","[0.0432, 0.8119, 0.5801, 0.6765, -0.3161]",image,2025-05-28 14:34:46,16,0.53,"technology, education","M0298, M0772",neutral,0.65
M0139,U100,2026-04-26 14:34:46,User is building an AI memory engine,career_goal,3.0,1.0,"AI, learning, career","[-0.1426, 0.1073, -0.8514, -0.1554, 0.1051]",image,2026-08-20 14:34:46,11,0.05,"technology, education","M0260, M0136",neutral,0.84
M0140,U120,2025-11-12 14:34:46,User wants to become an AI engineer,career_goal,5.8,1.9,"AI, learning, career","[-0.586, 0.0719, -0.4136, -0.744, 0.1993]",voice,2025-12-16 14:34:46,16,0.04,"technology, education","M0908, M0453",negative,0.77
M0141,U188,2025-06-26 14:34:46,User wants to become an AI engineer,project,1.7,2.3,"AI, learning, career","[-0.4057, -0.7744, -0.262, 0.1607, 0.9415]",image,2025-10-05 14:34:46,9,0.85,"technology, education","M0868, M0909",positive,1.0
M0142,U242,2024-07-30 14:34:46,User is building an AI memory engine,schedule,4.4,9.2,"AI, learning, career","[-0.7083, -0.2662, -0.6681, -0.4624, 0.6728]",voice,2024-10-17 14:34:46,3,0.63,"technology, education","M0509, M0607",negative,0.52
M0143,U160,2024-10-26 14:34:46,User enjoys studying machine learning,schedule,9.4,4.4,"AI, learning, career","[-0.354, 0.7785, -0.971, -0.8881, -0.3516]",chatbot,2024-12-10 14:34:46,10,0.09,"technology, education","M0703, M0108",neutral,0.72
M0144,U063,2025-10-03 14:34:46,User wants to become an AI engineer,relationship,5.0,7.9,"AI, learning, career","[-0.4572, 0.5036, -0.5184, -0.3869, 0.8839]",document,2025-11-06 14:34:46,16,0.38,"technology, education","M0806, M0453",positive,0.88
M0145,U084,2026-01-21 14:34:46,User wants to become an AI engineer,relationship,9.9,7.1,"AI, learning, career","[-0.1205, -0.0729, -0.9476, 0.4903, 0.7712]",chatbot,2026-02-16 14:34:46,4,0.67,"technology, education","M0186, M0389",negative,0.97
M0146,U003,2025-08-25 14:34:46,User completed a cloud computing project,habit,5.4,4.9,"AI, learning, career","[0.7475, -0.4206, -0.5443, -0.2329, -0.5747]",voice,2025-11-01 14:34:46,2,0.76,"technology, education","M0274, M0394",positive,0.62
M0147,U091,2026-04-26 14:34:46,User completed a cloud computing project,event,8.3,6.9,"AI, learning, career","[-0.7213, 0.6325, 0.2922, -0.1399, 0.7467]",voice,2026-05-28 14:34:46,1,0.17,"technology, education","M0860, M0484",neutral,0.73
M0148,U068,2025-04-19 14:34:46,User is building an AI memory engine,study,8.7,7.6,"AI, learning, career","[-0.2781, 0.4178, -0.1178, 0.7887, 0.322]",chatbot,2025-06-11 14:34:46,8,0.76,"technology, education","M0843, M0783",positive,1.0
M0149,U066,2026-05-07 14:34:46,User practices coding daily,schedule,6.6,9.6,"AI, learning, career","[0.6294, -0.6105, -0.6356, -0.7749, 0.9298]",image,2026-08-22 14:34:46,10,0.09,"technology, education","M0740, M0411",neutral,0.78
M0150,U095,2025-07-27 14:34:46,User is building an AI memory engine,study,4.8,9.4,"AI, learning, career","[-0.7635, 0.318, 0.4185, -0.4573, -0.4029]",image,2025-08-27 14:34:46,7,0.38,"technology, education","M0599, M0187",positive,0.53
M0151,U082,2026-03-26 14:34:46,User enjoys studying machine learning,event,4.0,9.8,"AI, learning, career","[0.3883, -0.0037, -0.4872, -0.2471, -0.6351]",document,2026-04-07 14:34:46,4,0.19,"technology, education","M0552, M0242",negative,0.91
M0152,U094,2024-06-27 14:34:46,User wants to become an AI engineer,habit,5.5,7.4,"AI, learning, career","[-0.0016, -0.5033, 0.9882, 0.4644, -0.3392]",image,2024-10-05 14:34:46,5,0.42,"technology, education","M0470, M0066",neutral,0.55
M0153,U092,2025-12-17 14:34:46,User practices coding daily,skill,3.0,1.7,"AI, learning, career","[0.6472, -0.5835, 0.9118, -0.9778, 0.9729]",voice,2026-01-06 14:34:46,4,0.82,"technology, education","M0114, M0385",positive,0.51
M0154,U041,2025-02-02 14:34:46,User is building an AI memory engine,emotion,1.5,7.6,"AI, learning, career","[0.9992, -0.3843, -0.4666, -0.5721, -0.3245]",voice,2025-04-27 14:34:46,17,0.49,"technology, education","M0045, M0531",negative,0.71
M0155,U067,2025-05-11 14:34:46,User wants to become an AI engineer,event,6.5,3.0,"AI, learning, career","[-0.0415, -0.1898, -0.0895, -0.1497, 0.2199]",voice,2025-09-06 14:34:46,13,0.97,"technology, education","M0426, M0706",negative,0.64
M0156,U012,2026-05-05 14:34:46,User enjoys studying machine learning,personal_info,8.3,8.0,"AI, learning, career","[0.4091, -0.5869, -0.5771, -0.5325, 0.7339]",image,2026-07-16 14:34:46,19,0.54,"technology, education","M0746, M0385",negative,0.54
M0157,U146,2024-10-13 14:34:46,User enjoys studying machine learning,study,1.6,1.3,"AI, learning, career","[0.0163, -0.7013, 0.8119, -0.5307, -0.6404]",chatbot,2024-12-12 14:34:46,14,0.41,"technology, education","M0483, M0277",positive,0.72
M0158,U197,2026-01-12 14:34:46,User is building an AI memory engine,event,8.3,6.8,"AI, learning, career","[0.8538, 0.529, -0.7574, -0.3388, -0.8918]",document,2026-05-11 14:34:46,15,0.98,"technology, education","M0793, M0670",positive,0.95
M0159,U094,2025-02-08 14:34:46,User enjoys studying machine learning,personal_info,5.1,8.9,"AI, learning, career","[-0.1245, 0.9202, 0.0308, -0.3328, 0.9996]",document,2025-05-05 14:34:46,3,0.96,"technology, education","M0161, M0649",negative,0.69
M0160,U191,2026-01-09 14:34:46,User completed a cloud computing project,schedule,2.5,8.2,"AI, learning, career","[0.1058, 0.0646, -0.603, -0.4932, -0.341]",image,2026-02-11 14:34:46,0,0.18,"technology, education","M0843, M0310",neutral,0.82
M0161,U172,2024-11-08 14:34:46,User practices coding daily,project,9.6,1.2,"AI, learning, career","[0.0782, 0.0031, -0.1717, -0.1033, 0.8086]",document,2024-11-17 14:34:46,3,0.12,"technology, education","M0292, M0100",neutral,0.76
M0162,U028,2025-12-18 14:34:46,User enjoys studying machine learning,habit,8.7,8.6,"AI, learning, career","[-0.246, -0.2237, 0.1632, 0.8357, 0.4593]",image,2026-01-09 14:34:46,15,0.41,"technology, education","M0369, M0866",negative,0.63
M0163,U124,2026-01-01 14:34:46,User wants to become an AI engineer,emotion,7.0,5.8,"AI, learning, career","[-0.4653, 0.092, 0.8639, 0.8287, -0.67]",chatbot,2026-03-16 14:34:46,0,0.66,"technology, education","M0523, M0588",negative,0.91
M0164,U183,2025-09-28 14:34:46,User wants to become an AI engineer,event,1.2,4.0,"AI, learning, career","[0.5854, -0.8961, -0.9998, 0.5305, -0.6932]",image,2026-01-22 14:34:46,15,0.44,"technology, education","M0414, M0109",neutral,0.51
M0165,U008,2024-12-28 14:34:46,User enjoys studying machine learning,habit,2.9,2.2,"AI, learning, career","[-0.9185, 0.6244, 0.6434, -0.0225, -0.4499]",image,2025-02-13 14:34:46,12,0.28,"technology, education","M0927, M0386",positive,0.88
M0166,U138,2024-08-01 14:34:46,User enjoys studying machine learning,project,8.7,4.0,"AI, learning, career","[0.8685, 0.4567, 0.8111, 0.536, -0.9054]",voice,2024-11-16 14:34:46,20,0.98,"technology, education","M0183, M0061",negative,0.56
M0167,U134,2025-04-25 14:34:46,User practices coding daily,study,1.4,4.9,"AI, learning, career","[0.5073, 0.051, 0.676, -0.8118, -0.2698]",chatbot,2025-08-23 14:34:46,11,0.72,"technology, education","M0609, M0706",positive,0.94
M0168,U018,2024-11-05 14:34:46,User is building an AI memory engine,career_goal,3.0,2.6,"AI, learning, career","[0.0787, -0.33, 0.6424, 0.51, -0.4233]",image,2024-12-28 14:34:46,11,0.24,"technology, education","M0811, M0798",negative,0.83
M0169,U189,2026-04-10 14:34:46,User practices coding daily,career_goal,8.3,9.7,"AI, learning, career","[0.7816, 0.3586, -0.8097, -0.2202, 0.5714]",image,2026-06-04 14:34:46,0,0.14,"technology, education","M0965, M0445",neutral,0.72
M0170,U128,2026-04-27 14:34:46,User completed a cloud computing project,personal_info,2.8,9.8,"AI, learning, career","[0.789, -0.4772, -0.7021, 0.0222, 0.6638]",voice,2026-07-17 14:34:46,0,0.23,"technology, education","M0511, M0197",negative,0.62
M0171,U177,2024-11-14 14:34:46,User practices coding daily,skill,1.9,8.7,"AI, learning, career","[-0.6192, 0.7333, -0.8079, 0.8736, 0.946]",document,2025-01-20 14:34:46,8,0.12,"technology, education","M0247, M0608",negative,0.89
M0172,U096,2025-05-19 14:34:46,User wants to become an AI engineer,personal_info,4.2,7.0,"AI, learning, career","[-0.3535, -0.0208, 0.4023, 0.064, -0.8489]",document,2025-07-18 14:34:46,2,0.91,"technology, education","M0956, M0719",neutral,0.7
M0173,U164,2025-09-21 14:34:46,User practices coding daily,habit,1.6,2.9,"AI, learning, career","[-0.2198, -0.2864, -0.7386, 0.9351, 0.6508]",chatbot,2025-12-23 14:34:46,13,0.13,"technology, education","M0581, M0122",positive,0.87
M0174,U061,2025-01-21 14:34:46,User wants to become an AI engineer,emotion,8.1,6.5,"AI, learning, career","[-0.562, -0.6409, -0.6373, 0.8666, 0.9638]",voice,2025-03-09 14:34:46,4,0.27,"technology, education","M0209, M0486",neutral,0.97
M0175,U172,2024-11-24 14:34:46,User enjoys studying machine learning,skill,9.2,4.3,"AI, learning, career","[-0.8143, 0.9945, 0.7638, 0.2964, -0.0841]",chatbot,2024-12-29 14:34:46,13,0.56,"technology, education","M0524, M0335",neutral,0.82
M0176,U232,2025-06-09 14:34:46,User completed a cloud computing project,personal_info,8.6,5.8,"AI, learning, career","[0.7233, 0.4729, -0.0019, -0.0512, 0.6083]",document,2025-09-30 14:34:46,8,0.46,"technology, education","M0334, M0617",positive,0.79
M0177,U153,2026-03-17 14:34:46,User practices coding daily,event,5.6,9.2,"AI, learning, career","[0.8917, 0.2929, 0.5728, 0.9927, 0.3855]",voice,2026-05-14 14:34:46,11,0.02,"technology, education","M0151, M0485",negative,0.94
M0178,U137,2025-12-13 14:34:46,User wants to become an AI engineer,personal_info,3.7,6.2,"AI, learning, career","[-0.6475, 0.939, -0.6967, -0.8207, -0.0536]",document,2026-01-02 14:34:46,9,0.08,"technology, education","M0704, M0604",neutral,0.81
M0179,U063,2024-08-23 14:34:46,User enjoys studying machine learning,schedule,3.3,9.8,"AI, learning, career","[-0.9096, 0.1256, -0.609, -0.1765, 0.3161]",voice,2024-09-01 14:34:46,16,0.04,"technology, education","M0450, M0265",positive,0.75
M0180,U208,2025-09-01 14:34:46,User practices coding daily,career_goal,7.1,4.4,"AI, learning, career","[-0.4127, -0.4263, 0.3655, 0.8352, 0.313]",chatbot,2025-12-01 14:34:46,2,0.18,"technology, education","M0896, M0477",neutral,0.78
M0181,U140,2025-04-27 14:34:46,User is building an AI memory engine,event,1.3,2.9,"AI, learning, career","[0.5509, 0.3098, -0.8175, -0.3419, 0.3545]",image,2025-07-24 14:34:46,14,0.66,"technology, education","M0456, M0803",negative,0.92
M0182,U064,2026-05-17 14:34:46,User is building an AI memory engine,relationship,5.7,9.2,"AI, learning, career","[-0.5522, 0.5111, -0.793, -0.7139, 0.0341]",voice,2026-09-12 14:34:46,16,0.04,"technology, education","M0006, M0457",negative,0.52
M0183,U031,2025-12-08 14:34:46,User is building an AI memory engine,project,4.6,1.3,"AI, learning, career","[0.0647, -0.1191, -0.7821, -0.7585, -0.6266]",voice,2026-01-18 14:34:46,8,0.96,"technology, education","M0378, M0748",positive,0.73
M0184,U132,2025-08-08 14:34:46,User practices coding daily,study,2.8,1.4,"AI, learning, career","[-0.932, -0.9263, -0.1972, -0.4729, 0.8073]",image,2025-09-06 14:34:46,0,0.09,"technology, education","M0962, M0523",negative,0.57
M0185,U196,2026-04-18 14:34:46,User is building an AI memory engine,habit,9.7,8.5,"AI, learning, career","[0.0838, -0.761, 0.359, 0.1634, -0.355]",chatbot,2026-06-09 14:34:46,19,0.53,"technology, education","M0657, M0435",negative,0.5
M0186,U239,2026-03-26 14:34:46,User practices coding daily,relationship,3.1,3.8,"AI, learning, career","[0.9913, -0.843, 0.2406, 0.1909, 0.2135]",chatbot,2026-04-12 14:34:46,7,0.64,"technology, education","M0665, M0146",neutral,0.72
M0187,U250,2025-11-22 14:34:46,User is building an AI memory engine,relationship,7.5,8.7,"AI, learning, career","[-0.9339, 0.2426, 0.5526, -0.5792, -0.6816]",document,2026-01-23 14:34:46,13,0.78,"technology, education","M0324, M0255",negative,0.76
M0188,U036,2024-07-28 14:34:46,User practices coding daily,event,9.1,4.9,"AI, learning, career","[-0.2816, 0.0906, -0.7258, -0.892, -0.9956]",voice,2024-08-07 14:34:46,4,0.72,"technology, education","M0800, M0585",positive,0.62
